,ratio_speak,mean_nrj,std_nrj,skewness_nrj,kurtosis_nrj
SEQ_262,0.44755244755244755,-2.2981946619187146,0.4003208319973834,-1.1741032683466326,4.807513842800867
SEQ_263,0.2683982683982684,-2.711333197254956,1.104463626745799,-0.35840158393352217,-1.4953998851404045
SEQ_264,0.2863070539419087,-2.629265072658786,0.9496444112523948,-0.7273884113517498,0.3455475128852732
SEQ_265,0.47854785478547857,-2.3778435539057527,0.41632299817572116,-1.5118247152774844,5.51172060767246
SEQ_266,0.47101449275362317,-2.522112765187839,0.37593527774974733,-1.3743786180999256,4.184336953426957
SEQ_267,0.3070539419087137,-2.1184460983537607,0.3627295469915944,-0.92080913258207,3.634544470525494
SEQ_268,0.43358395989974935,-2.261278100767785,0.3677458090442451,-1.3915758745196045,4.487545541728432
SEQ_269,0.5141388174807198,-2.2402402322511494,0.5387306450649617,-1.1315375954485796,2.2856471258017077
SEQ_270,0.30158730158730157,-2.1021399556185716,0.6186442386189924,-2.221624066739298,7.082762445665027
SEQ_271,0.46774193548387094,-2.2104765690783745,0.6476047698546148,-0.7337222603883831,1.4862816897344793
SEQ_272,0.4653130287648054,-2.482188712090513,0.5073034854471691,-0.6440566468824875,0.5621296140193848
SEQ_273,0.5062761506276151,-2.0160112389454548,0.4973623961949183,-0.8862329975222554,0.6628611932467998
SEQ_274,0.4634146341463415,-1.8103316572204273,0.6339460467223326,-2.030052272719476,6.10998594418283
SEQ_275,0.47956403269754766,-2.2738477835356727,0.5006675474510475,-0.5533847807232645,1.4354447131596304
SEQ_276,0.8305785123966942,-1.6524308537390329,0.2185061318465535,0.5027613890038254,0.5169127429342075
SEQ_277,0.45017182130584193,-2.4389877095166552,0.3442029837539414,-0.6684494277196156,0.8518132225960429
SEQ_278,0.44168734491315137,-2.358802771386174,0.5582340336508367,-0.626414368960461,0.6571378988161767
SEQ_279,0.7121212121212122,-1.8526574764297497,0.1624216736681332,-0.8237360782086834,0.4505924440518121
SEQ_280,0.6528925619834711,-1.6764998486944596,0.29965335533905213,-1.383116826998564,3.890889452043881
SEQ_281,0.43041237113402064,-2.9047015700750136,0.9400240380312019,-0.4356743950157072,0.7127222602975265
SEQ_282,0.3193717277486911,-1.947168224912207,0.24584907461323482,-0.1461830000163789,-0.22982152357688346
SEQ_283,0.3933649289099526,-2.5154841768280756,0.635662080180637,-0.41999545407580685,0.35851464068030925
SEQ_284,0.4377358490566038,-2.0893250837905613,0.3722415510371566,-0.8580378082310717,2.6572338564491416
SEQ_285,0.4878048780487805,-1.553680762289772,0.21795844179869678,0.8362424879440581,1.2749165671170042
SEQ_286,0.648854961832061,-1.666416601218545,0.20061005537632415,-1.1942480357915977,2.1240768552743647
SEQ_287,0.4276315789473684,-2.0064366849625377,0.7163616507123438,-1.505999981916661,2.677503244401243
SEQ_288,0.49710982658959535,-1.8480411518344178,0.3939848864457848,-2.2701106767907913,7.620053922987845
SEQ_289,0.6153846153846154,-1.9134454447241191,0.36505372734199626,-0.6719347445221484,0.08171376378963702
SEQ_290,0.5081395348837209,-2.6657539608114953,0.5958797966577061,-0.5439695565357604,-0.09318762425525806
SEQ_291,0.7640845070422535,-1.8205652591562265,0.18027872009375015,-0.1352822986845742,-0.8996533947374852
SEQ_292,0.430622009569378,-2.0066943791515715,0.4328767911722693,-0.7397427084634123,0.9955409411633478
SEQ_293,0.5308254963427377,-2.661840264696773,0.4828353244318508,-0.2240769993743945,0.03275530420836548
SEQ_294,0.6231884057971014,-1.7499000238198874,0.17623962745387534,-0.9894794637512767,0.6901351438740821
SEQ_295,0.533751962323391,-2.6945880425362425,0.6862021983845503,-0.39997244277068755,0.7035120788803848
SEQ_296,0.44635193133047213,-1.98678028946213,0.19307317503096577,0.3475446315905287,1.6242799769499614
SEQ_297,0.41472868217054265,-2.492173112119874,0.5299978185922382,-0.13392005092394552,-0.42577973898611843
SEQ_298,0.6098901098901099,-2.028742752434332,0.7729713469092695,-0.8136569452925717,-0.15977336992708802
SEQ_299,0.6295399515738499,-2.0791063718418297,0.2877609269046031,-0.9213065749017818,1.1694478613298775
SEQ_300,0.40217391304347827,-2.3771921982043502,0.562324010397263,-0.43173928933054695,-0.3958205860037016
SEQ_301,0.36551724137931035,-2.0695288225451907,0.6087902689971647,0.11367874219239621,-0.7320876447030886
SEQ_302,0.4934210526315789,-1.8605603053201871,0.4165287981536196,0.025959243503073024,0.44980028782837733
SEQ_303,0.3789954337899543,-2.451241032765879,0.6702206991181711,-2.0263533046916087,5.206284788419476
SEQ_304,0.429042904290429,-2.364120146788572,0.6686116136737277,-0.30420833857662805,-0.693508106671775
SEQ_305,0.31493506493506496,-2.757611226532201,1.0686993281069987,-0.4354576889420319,-1.3346635138843752
SEQ_306,0.2634730538922156,-2.4183265368506888,0.6246549641403654,-0.8387579708735452,0.5397942587663902
SEQ_307,0.40229885057471265,-1.9424231459870571,0.37788258292849386,-0.3316344946243073,-0.40328676278939346
SEQ_308,0.3939393939393939,-1.7239034355947669,0.29012538527532816,-0.5310912826113245,-0.28617474880518623
