Sequence§nmf_0§nmf_1§nmf_2§nmf_3§nmf_4
SEQ_044§0.1260796382726186§0.0§0.03083604864635851§0.015599174922557729§0.11281865594721867
SEQ_045§0.021773468402816198§0.11148780692470919§0.06074784377563005§0.0§0.14126738746782785
SEQ_046§0.09031874763450397§0.017309777084809932§0.043834822515151646§0.0158866965690803§0.0
SEQ_047§0.1598821631144497§0.01701973122089645§0.039711624670676376§0.00360914960187648§0.0
SEQ_048§0.0§0.0§0.21325237237166456§0.021744741107125515§0.02095655484833663
SEQ_049§0.010676999412672682§0.0§0.12104209274756647§0.06391101970156214§0.027608612750545953
SEQ_050§0.024421757115049493§0.0§0.09445256753865872§0.07073210732726173§0.002475329301609633
SEQ_051§0.05155702575621463§0.0§0.04436371724208446§0.15688059488522696§0.0
SEQ_052§0.10402154619824949§0.04184887467980823§0.0§0.013503913179786758§0.06709334255408342
SEQ_053§0.012962067282725066§0.0954790316078947§0.07617911082851844§0.05271438655740968§0.0
SEQ_054§0.034412532127579845§0.0§0.0§0.011784134044628598§0.2680199552088175
SEQ_055§0.0§0.0§0.0843873630845919§0.0§0.27265785947461746
SEQ_056§0.05068038938179474§0.0§0.0§0.020974646606835283§0.025817967312220722
SEQ_057§0.0§0.002663056195677515§0.14863228262689948§0.0§0.04010536393095778
SEQ_058§0.06035517253411349§0.0§0.09017393613623557§0.024987911445610432§0.018925665798543347
SEQ_059§0.07980308988215222§0.09416234569699404§0.0013876937473764747§0.007393289573776314§0.1296480078100264
SEQ_060§0.0037095730130661747§0.0§0.1820884591493255§0.0§0.10655265860787926
SEQ_061§0.056813827092729106§0.0727579398059342§0.0§0.03324161266055824§0.08989722525952373
SEQ_062§0.25717932415560585§0.020877691010060984§0.0§0.0§0.03296867832342636
SEQ_063§0.014600245617821727§0.0§0.1529726440948031§0.17805656895225058§0.08394259176629894
SEQ_064§0.004105485094132901§0.011256472952739252§0.02390182829821719§0.07479411631005171§0.11932681382333234
SEQ_065§0.0§0.2142772956562945§0.03780916551368368§0.0§0.0
SEQ_066§0.0§0.22348936213270923§0.0§0.0§0.008538042458803971
SEQ_067§0.0710068122519501§0.0§0.05189791243016997§0.0§0.21699931446495788
SEQ_068§0.0§0.40561732049757515§0.06515800588940512§0.0§0.028603916160087815
SEQ_069§0.0§0.08232204824380644§0.0§0.19827754398799163§0.043052181399318365
SEQ_070§0.0§0.011407469334347919§0.05341127791122811§0.13098110020479803§0.06280851399142294
SEQ_071§0.10700560230425539§0.0§0.012909075553714356§0.10057453068990364§0.062821715917648
SEQ_072§0.0009733542762947906§0.12241356795959302§0.09694091290968146§0.0§0.06884900506326394
SEQ_073§0.026240929166601375§0.014738581638074452§0.07630159521967803§0.08060587128108403§0.107639876955252
SEQ_074§0.0023382615716631937§0.030926158366745452§0.2357215390495249§0.0§0.000632525396801199
SEQ_075§0.04699883970748652§0.02599558215786067§0.025367175817257233§0.019816444712554265§0.047835980900302326
SEQ_076§0.08781981063542588§0.06029921613958638§0.013641390348713065§0.08756428531315005§0.07240261369282676
SEQ_077§0.0§0.09333118613850493§0.0§0.2056099487500188§0.005334022122856109
SEQ_078§0.0037522850492065713§0.2940371433006308§0.004604735156669931§0.0§0.14042386906487286
SEQ_079§0.04485068574954554§0.047074365677479614§0.0§0.09596434385559943§0.11437589389428719
SEQ_080§0.007359769380455476§0.025574235506926918§0.029836992549441232§0.0§0.04423615740028317
SEQ_081§0.010891796699301683§0.020001858817332574§0.1700893857436109§0.10056616521856136§0.0
SEQ_082§0.050714430271366163§0.025916202242093556§0.16347151711217983§0.036899489134663475§0.0052526005082997275
SEQ_083§0.04154996570367809§0.014558906667065493§0.16335505120245197§0.026607462479498585§0.061182081891454916
SEQ_084§0.0§0.0§0.006337341431618986§0.12933852670191961§0.18008144392074243
SEQ_085§0.019535699099628007§0.040325339199827934§0.01438380327469729§0.18298764909740384§0.0
SEQ_086§0.0§0.24057836907018712§0.032072091159091584§0.05782770341552533§0.0
SEQ_087§0.01011535383639452§0.115369886167312§0.002806357515343659§0.04505024145501182§0.06627291166806881
SEQ_088§0.06360277893251662§0.06594147915477515§0.06758387475095635§0.001441120229434102§0.0
SEQ_089§0.0071990714455132§0.19561428272798545§0.0§0.0012886096085470934§0.03637197995289443
SEQ_090§0.15831102189517407§0.0§0.0§0.0688906718313947§0.048383876435044465
SEQ_091§0.01659832918327525§0.0§0.13493169824325207§0.03641287871207597§0.0187839564575484
SEQ_092§0.0031102189966676§0.0§0.17928414511244486§0.07879687508447071§0.029990410093498232
SEQ_093§0.03315347081030465§0.0§0.00467346137753586§0.12209907833349834§0.13609357739087652
SEQ_094§0.106199581626709§0.0§0.0§0.07014016512548497§0.0
SEQ_095§0.0050569726916282805§0.24931333260519878§0.03073091658568631§0.0§0.03245402759606383
SEQ_096§0.0§0.01317188437901711§0.0287090844613103§0.0985181803766017§0.11320133363559147
SEQ_097§0.028025705111476208§0.0§0.02481656196932485§0.20582518620272933§0.0790114783515274
SEQ_098§0.0§0.00864777982999657§0.02524038320030249§0.18128616639731548§0.0
SEQ_099§0.11189632657082844§0.02071322574981968§0.0§0.028149650525751028§0.04991366579296606
SEQ_100§0.12642537384606123§0.0§0.0§0.0§0.3044584682901446
SEQ_101§0.06004184051031432§0.0019393181136656038§0.07186004821369911§0.10040172974854517§0.019404288584898493
SEQ_102§0.0003115843993618933§0.03737883766381833§0.038606292174838956§0.1628777521177279§0.05297092477071511
SEQ_103§0.024514987509040048§0.03494265850614405§0.08859908157914657§0.02587445152415019§0.07160857900065326
SEQ_104§0.07450221800189948§0.04155183518269701§0.04186365939312305§0.0§0.02680136529429768
SEQ_105§0.2956261060677233§0.0§0.0§0.0§0.0
SEQ_106§0.11151587770574999§0.03710758493918681§0.015995173547277086§0.0§0.038496255265486924
SEQ_107§0.1638982638079459§0.0§0.0§0.0§0.17069227396650205
SEQ_108§0.015162821293186812§0.0§0.10645628107698542§0.13313738424999202§0.02070557180507705
SEQ_109§0.0§0.0§0.0§0.0§0.3146882849306209
SEQ_110§0.16241624914713937§0.01955550371232284§0.02707906435268956§0.037382573097871664§0.0
SEQ_111§0.009401913037035806§0.0§0.0§0.22218887255507264§0.044751057972785606
SEQ_112§0.24715341201178312§0.0056878134100792005§0.0§0.0§0.0363085002101082
SEQ_113§0.0§0.00712682982289336§0.10078583414361449§0.10175292429239001§0.0
SEQ_114§0.0§0.0859691259647676§0.0§0.1263361058833034§0.0
SEQ_115§0.0371078792892182§0.020279864607592235§0.0§0.05039023583237848§0.06717609058483477
SEQ_116§0.03151319737620772§0.0029386979659072926§0.0§0.342372413634161§0.0
SEQ_117§0.0§0.0§0.0§0.16573806540670039§0.0
SEQ_118§0.014839880578535832§0.0§0.0§0.0§0.28312636716659645
SEQ_119§0.09302740192759465§0.04036072137076332§0.0§0.004173759532265414§0.0
SEQ_120§0.0022153115361693643§0.12976450389460384§0.007681617464901597§0.18647019597870768§0.0
SEQ_121§0.06501191468098175§0.0§0.07398418481797257§0.12620730976812175§0.018986161647617742
SEQ_122§0.22208038221006335§0.023326954992552947§0.04702934788843167§0.005462868997972447§0.021832223641296875
SEQ_123§0.18621380766495582§0.0§0.0§0.2323035246551424§0.0
SEQ_124§0.08790155021723302§0.0§0.0§0.08606363295272952§0.03255256520620968
SEQ_125§0.0§0.0§0.23143397586132422§0.047247605278031964§0.03151906502932089
SEQ_126§0.07324172522307229§0.0§0.08268701954286391§0.10285974246509186§0.0
SEQ_127§0.07026976828244307§0.04364164850491834§0.03173993251787404§0.0§0.05884897626116233
SEQ_128§0.0§0.0857060386854357§0.0§0.05046713051764768§0.012272818041240406
SEQ_129§0.015810853883659205§0.0002815673688978006§0.037662190872459304§0.0§0.2050667511247634
SEQ_130§0.060492751393523544§0.01690118967256084§0.0§0.0§0.09393007000312166
SEQ_131§0.0§0.0050875672959126384§0.018819739829427407§0.047080802747027216§0.1276952786408577
SEQ_132§0.0§0.11533672915524498§0.0§0.04779698575047698§0.02892983311003604
SEQ_133§0.0§0.016150814770957245§0.0§0.10467969145491839§0.0
SEQ_134§0.2489740362511667§0.0§0.03225992764095164§0.006973359800830005§0.0648910164913927
SEQ_135§0.0§0.0§0.1969828184129905§0.023336430729549947§0.0
SEQ_136§0.0§0.0§0.14712747298300957§0.0§0.06896198989716563
SEQ_137§0.0§0.2933102728717224§0.031329621386223694§0.09295860158955764§0.10897107424163922
SEQ_138§0.0304277976010339§0.0010743423022661117§0.011472185935338589§0.1835834435720491§0.18073246113568048
SEQ_139§0.014131770444806055§0.01970923291697185§0.055382693051252666§0.024273620910793506§0.0
SEQ_140§0.025848759764535167§0.019368610998000017§0.040643935842362866§0.15331978945122157§0.0
SEQ_141§0.15916372232568723§0.0§0.0328535416487162§0.023266208654098557§0.06469429134656421
SEQ_142§0.014392630863432065§0.007010262417826648§0.08615879087208379§0.10829538038912317§0.040195831009511365
SEQ_143§0.18187311508681975§0.06591423914515197§0.0§0.07253320033532445§0.0015437080081346008
SEQ_144§0.08598460968895003§0.021097160671695522§0.02389776513545853§0.0§0.10651531561449586
SEQ_145§0.11329081823598904§0.0§0.0§0.05482821634009473§0.21621973125487323
SEQ_146§0.0§0.0§0.05171849413485472§0.0§0.2547389646200672
SEQ_147§0.0012575762689559559§0.10659670730579426§0.013405060084536525§0.0014915531979993527§0.11154198356464706
SEQ_148§0.03418556533752465§0.0§0.0§0.13089433926842126§0.04328849499789421
SEQ_149§0.013898001794348875§0.032214375102863485§0.10985150865470669§0.0062034718292758705§0.062059247215871464
SEQ_150§0.0§0.0§0.0§0.3376259395863148§0.016933784362838017
SEQ_151§0.0§0.08815198092685964§0.0§0.04207250538534587§0.19192074731663805
SEQ_152§0.0§0.07487411334701571§0.0§0.020945368323919862§0.001519317253784702
SEQ_153§0.0§0.050473413749973835§0.0036411659183650043§0.1188296917762888§0.03934062163613873
SEQ_154§0.0§0.17792333072157865§0.01099267164857696§0.0§0.008518149415218215
SEQ_155§0.06990252829188033§0.009332352875808433§0.0§0.18133066939765047§0.042164829373954486
SEQ_156§0.022118739638850256§0.0§0.07409553596474448§0.1213570871732312§0.0
SEQ_157§0.25713069882643674§0.0§0.0§0.028198585718589034§0.08814925816655571
SEQ_158§0.08525304541072694§0.10816992210688679§0.0§0.0§0.043162581952026706
SEQ_159§0.0§0.0§0.20736337885018016§0.12129126901506276§0.0781139955364606
SEQ_160§0.0§0.03340388108901845§0.0§0.14052482731473567§0.0
SEQ_161§0.1424303668971518§0.0§0.17474852746920846§0.0§0.0
SEQ_162§0.009231563451957355§0.02655041098145097§0.07251009095053525§0.0§0.03747323858076032
SEQ_163§0.0§0.019567200107157588§0.0§0.0012665185726267653§0.288081433764305
SEQ_164§0.0§0.003001348878369384§0.08387970127309029§0.38539764120262343§0.0638197588288216
SEQ_165§0.0009864267548061328§0.04046378042639811§0.034737972938017336§0.04309881279479829§0.10386407353999706
SEQ_166§0.04108890570023955§0.0§0.0§0.29685578648812905§0.03757307397619654
SEQ_167§0.019508604568511747§0.011975148209114635§0.0§0.13152378681696325§0.09975463923941325
SEQ_168§0.07287347997909836§0.005161233174590788§0.04519323208807564§0.0§0.15219649148228673
SEQ_169§0.05286744003384092§0.0§0.09846215906249342§0.04037354420030311§0.001696080373396666
SEQ_170§0.002897992553249355§0.0§0.02557253625439579§0.06748578583382675§0.15470150036592767
SEQ_171§0.0§0.016236131830339357§0.0§0.003437769051286991§0.15032827023298007
SEQ_172§0.0§0.29383284959090017§0.01154103775238437§0.0§0.014030439643726165
SEQ_173§0.04871923762896264§0.0§0.049515602717785025§0.1459982396935614§0.0
SEQ_174§0.0§0.0795806101747157§0.0§0.12351907055350153§0.07395684807255272
SEQ_175§0.06153393891748948§0.022371254501466632§0.0623981664127544§0.0§0.0708647690539654
SEQ_176§0.014207601033317809§0.004404368706432035§0.06869440597191666§0.062320140701678337§0.054740417884049444
SEQ_177§0.0§0.011213886912225721§0.08215078262400102§0.10576819546450023§0.08839698256582171
SEQ_178§0.035555641664870935§0.0§0.09966149776231371§0.07034029776081782§0.0
SEQ_179§0.00089926853910814§0.173887193756785§0.04293117713028133§0.0629047029091207§0.03872131641861942
SEQ_180§0.16624695197421063§0.0§0.0§0.07111546872275179§0.006049064255167566
SEQ_181§0.002747161860811042§0.002344662866996118§0.16043353926229295§0.01895993609008701§0.041315715444831626
SEQ_182§0.03576898789053659§0.02844866698862807§0.016805200961227885§0.06607661036497312§0.05071307911720805
SEQ_183§0.17123373741011647§0.01811539036400734§0.0§0.03179923835387179§0.041744292232818274
SEQ_184§0.01169379056771377§0.11224446758625993§0.0§0.1623682098290191§0.017901084938097122
SEQ_185§0.0§0.05821469647732336§0.07616414521907167§0.12388950319313936§0.019860480044014084
SEQ_186§0.14155983163186567§0.0§0.015920602913664136§0.06958817183262739§0.08710141649351753
SEQ_187§0.0§0.0§0.018910958968933477§0.30956543520736046§0.0
SEQ_188§0.0§0.02894108326330649§0.0§0.2196258650306233§0.07336915292884048
SEQ_189§0.00524252989796994§0.0§0.015565589616997916§0.012527130346833348§0.21365454116773247
SEQ_190§0.026520204114329208§0.05965459217106015§0.023509293325439204§0.10761375575200015§0.017717214395689088
SEQ_191§0.0§0.013821846582230882§0.0§0.0§0.16102052780093015
SEQ_192§0.004703117305949946§0.07247373860908908§0.024677680989757513§0.04971146049941507§0.13173227339294685
SEQ_193§0.011755141030784096§0.04064661783744774§0.051573886107557074§0.0§0.09752071259982334
SEQ_194§0.011261405032995234§0.012434159470985652§0.0§0.12392825236787759§0.13159601828892079
SEQ_195§0.2107542257114823§0.019412534360431492§0.036793037802481554§0.006170892022437515§0.033464187184913306
SEQ_196§0.0§0.017940477862699557§0.10366981430388333§0.05036146442743814§0.14484634947913344
SEQ_197§0.11308696959965954§0.03173441073652367§0.0§0.04522739172039049§0.06370486183414832
SEQ_198§0.02497076028309145§0.0§0.011472763300127276§0.2681423353688743§0.06224388200554302
SEQ_199§0.03919395339959123§0.005425816476583051§0.011661848315779506§0.24046511872489834§0.0
SEQ_200§0.037687623211008534§0.13053121708089896§0.005536145710713728§0.11446372536292851§0.011044093095601221
SEQ_201§0.0§0.21211854922235412§0.033155613259665574§0.0§0.10062855644599418
SEQ_202§0.0§0.16922178540835042§0.0§0.1615011736350694§0.0
SEQ_203§0.014313987571636367§0.05288950646598998§0.07344827276133563§0.1784120936716169§0.0
SEQ_204§0.10099332468622817§0.0§0.06028608386375978§0.037422305291313865§0.0
SEQ_205§0.02087613275240702§0.025185046641932912§0.0§0.06121323521212641§0.10043005350923366
SEQ_206§0.06557468529473315§0.0§0.07463815377034429§0.17230238793899824§0.0
SEQ_207§0.0§0.05833275189178376§0.022345536265698872§0.18886963132594944§0.0
SEQ_208§0.006128414689489146§0.050935279292468494§0.011571864359601367§0.12853614914593198§0.11395175035232473
SEQ_209§0.06651960189964151§0.0§0.1933638385139209§0.0§0.0
SEQ_210§0.006034986111870461§0.02085695751037574§0.005391484523612398§0.11422767447515035§0.06363911629096355
SEQ_211§0.042802530550536316§0.0§0.05494327140579338§0.10207420965522995§0.0710500264791635
SEQ_212§0.007159973669011852§0.0§0.1426973072946827§0.054980909557546497§0.014627650354538464
SEQ_213§0.03588916347182472§0.2663590152866801§0.0§0.0§0.01553143353859364
SEQ_214§0.0014784022497747326§0.021292438116406243§0.09004704161480645§0.02402393509261042§0.0
SEQ_215§0.0§0.0§0.11321602165496039§0.06574575680539355§0.014337379572299514
SEQ_216§0.0§0.08985257926353546§0.0192765512699452§0.0§0.0861818390411639
SEQ_217§0.005511830963743714§0.0§0.0§0.17837577332657112§0.13125777002689254
SEQ_218§0.0§0.02288296850276365§0.0§0.17009180745675537§0.0
SEQ_219§0.006943819338774299§0.0§0.18057293909972152§0.05565047236678175§0.2787991994617277
SEQ_220§0.017889267033342975§0.12501107031941552§0.008003660740110807§0.11086032937908369§0.035796899440812054
SEQ_221§0.11056834950103017§0.051494182185122805§0.03789834197282962§0.036505941982739494§0.1258908993955182
SEQ_222§0.17981838508189052§0.012387113914348078§0.03686173566122088§0.0§0.16151138927513448
SEQ_223§0.12393541595539857§0.0§0.0§0.06509719128656238§0.13961382015843812
SEQ_224§0.017845423971597017§0.08538484151505164§0.022994520954427257§0.15452599987458376§0.0296403057445442
SEQ_225§0.018383052706377696§0.0§0.19497787686739113§0.07489251904326512§0.0
SEQ_226§0.13005602530109586§0.0§0.0§0.0§0.044358031346365415
SEQ_227§0.024942175037649877§0.0§0.03249576439222494§0.1935437422652564§0.06018643700209785
SEQ_228§0.09122531259772254§0.0§0.08093551013469606§0.03962342337499439§0.05663910448210963
SEQ_229§0.0§0.0§0.20941955735411363§0.0168334413496467§0.0
SEQ_230§0.0035739842840242057§0.3253741082687399§0.0§0.0§0.005604016812751059
SEQ_231§0.0§0.0§0.10136799932607238§0.0§0.14246499890720307
SEQ_232§0.01590881406152852§0.004472796296693755§0.0§0.17440046335751055§0.039669952205047564
SEQ_233§0.0§0.0§0.025470118758470404§0.0§0.2804307454246778
SEQ_234§0.0§0.021929981221551167§0.2466329953395722§0.0§0.0008859858251717845
SEQ_235§0.03087227267229585§0.02533642089521659§0.0§0.20539095770153934§0.10245180679554891
SEQ_236§0.02803299968410909§0.07919834880864171§0.0§0.11407861513883966§0.022771335123553615
SEQ_237§0.0§0.0§0.1888710625209561§0.0§0.0
SEQ_238§0.014497302087453869§0.02963116241268759§0.16476138627034256§0.04369279427079398§0.0
SEQ_239§0.034730557538982035§0.05456452738754989§0.05221924265926238§0.10365684301242259§0.02018639945067677
SEQ_240§0.051582176718034285§0.0§0.2049837004098776§0.07828959164579134§0.08237217927546908
SEQ_241§0.0423807950904189§0.032399610915276586§0.15307753245787786§0.007302359375054829§0.15779314960072854
SEQ_242§0.18846364118774978§0.0015913698636039202§0.0§0.0§0.0729726567322636
SEQ_243§0.037039549356777564§0.12664293290643505§0.0§0.060332458355389945§0.016476331857732635
SEQ_244§0.11846109869379859§0.0§0.0§0.0§0.14375075217217173
SEQ_245§0.01920795522284328§0.0234370068797188§0.048064033346886866§0.003992729344726046§0.06346988327961957
SEQ_246§0.015226690675994168§0.0§0.028253039432388216§0.1436810100179149§0.0
SEQ_247§0.0008853858369286272§0.03856882560070244§0.0155033314566325§0.0143999636189592§0.040766451499542534
SEQ_248§0.009202963990964862§0.016033714948494725§0.09572178052011553§0.06985066730689479§0.06023946321098265
SEQ_249§0.09267736050414281§0.0§0.0§0.06271494570564418§0.11043594192188444
SEQ_250§0.0§0.0§0.0§0.16757542142688775§0.10979987849105369
SEQ_251§0.16537878526637473§0.016114456266004662§0.0212036045798958§0.0§0.002182743170265294
SEQ_252§0.020997999691789865§0.008465778285454239§0.0067480981389615394§0.18613958464551378§0.005036851255036014
SEQ_253§0.0§0.0§0.06327428608743373§0.1822252829507138§0.04888855479580603
SEQ_254§0.02041987006812594§0.0943151370002812§0.0§0.06302697921881446§0.11360092079589233
SEQ_255§0.013962612658867833§0.036709472892022275§0.07821074641083336§0.017877048790025614§0.06377498979445431
SEQ_256§0.0§0.04122487222071352§0.0§0.11336902414106287§0.031195706188938632
SEQ_257§0.05454630632032957§0.0§0.0004108286790565638§0.08303811566695982§0.05126867796120708
SEQ_258§0.0§0.42992870450533327§0.0§0.0§0.0
SEQ_259§0.0§0.16838503343085617§0.03281434406854346§0.002967506410474888§0.05662630989510212
SEQ_260§0.0§0.005368086038103855§0.0§0.1700675757027448§0.07280102510528308
SEQ_261§0.0§0.0§0.04171092044760591§0.1742913788829986§0.030452523184842588
SEQ_262§0.002242473922001137§0.0§0.05166377564179062§0.0020440538629579396§0.21474429805582973
SEQ_263§0.0§0.0§0.09247309271227658§0.0§0.010167422841501962
SEQ_264§0.06526631293242618§0.0008481512420638524§0.0§0.016277872230314933§0.08137567303061327
SEQ_265§0.0§0.03022926483675003§0.17324388376400593§0.07357334534315275§0.06537327233800776
SEQ_266§0.031460401563911534§0.0§0.036685843056876666§0.22209857584734308§0.11739705981749692
SEQ_267§0.0§0.4840072243610697§0.0§0.0§0.0
SEQ_268§0.005176627492733357§0.21261810415725543§0.0584492200923648§0.026954415939103103§0.06398895816182944
SEQ_269§0.00011460257157575241§0.0018292145870420602§0.160170743462611§0.0§0.026130775816672763
SEQ_270§0.0§0.006869418569668216§0.001515854182855465§0.17656353989060605§0.19773771325627143
SEQ_271§0.0§0.0§0.1134452439454882§0.20993172985820693§0.027362977442175133
SEQ_272§0.006517739134449145§0.0§0.1771494680859617§0.13556109381394413§0.07236189490265145
SEQ_273§0.03613721368453591§0.024131259066995852§0.032533369977180766§0.011557109877427503§0.07996477434626842
SEQ_274§0.19415254828571565§0.1213799105299549§0.0§0.018839193109903358§0.0
SEQ_275§0.1653598100245439§0.0077409673228422075§0.0024265236568838575§0.04462696003047213§0.1275831012534825
SEQ_276§0.06684928587163458§0.0§0.07917242131466604§0.02217058225809946§0.017596969753784966
SEQ_277§0.021991021636355013§0.0§0.11903197710820342§0.21471192014137716§0.0
SEQ_278§0.0§0.0§0.25860383943822784§0.026123311865910805§0.07727092670639775
SEQ_279§0.0§0.20897399252426654§0.0§0.050223566355813466§0.1392004450774101
SEQ_280§0.03202625430215686§0.06351296823021081§0.014069876222122362§0.026136935029282857§0.03363180500485918
SEQ_281§0.0§0.004251017429941416§0.18457140884129697§0.006731202474198589§0.0
SEQ_282§0.0§0.001762759175561261§0.02233030098087814§0.12808752808369248§0.13186376806647
SEQ_283§0.026270055985353806§0.08118938375767674§0.11480659279832203§0.04070981466806319§0.0
SEQ_284§0.0§0.021079410905432017§0.0§0.0§0.23765729918892722
SEQ_285§0.28148264891372243§0.0§0.0§0.0§0.0
SEQ_286§0.0§0.07664366302455522§0.0§0.15065995124989556§0.0
SEQ_287§0.006836194578592093§0.09652447955215732§0.15320050827170031§0.04253210299887584§0.0
SEQ_288§0.022958433837357198§0.0841650861935173§0.0§0.042212558760557385§0.05299778874938026
SEQ_289§0.07950913490973371§0.0§0.04582427257173232§0.039310484970098834§0.13549832211984073
SEQ_290§0.034738337537468286§0.01955381593809456§0.14136111404653554§0.09271816728507189§0.08452862304528079
SEQ_291§0.014060398850476545§0.22094157496649683§0.0§0.053994652532801155§0.0055039874820311295
SEQ_292§0.05840042912606296§0.0§0.06621663561999776§0.01774576697436397§0.11665880846033035
SEQ_293§0.0484703855837839§0.01792411177355516§0.2191239595880329§0.0§0.08720768610357707
SEQ_294§0.0§0.00017338919477252052§0.12275841144750975§0.04218699781489079§0.007960673324706069
SEQ_295§0.307387039504915§0.0§0.0§0.033850646229845356§0.0
SEQ_296§0.006917115029240621§0.08972288203114373§0.0028218708429657616§0.0§0.05254086509688016
SEQ_297§0.2698070034872839§0.002555926533655606§0.0§0.02802889929099084§0.009309463894170738
SEQ_298§0.0§0.0§0.18734415894407383§0.0§0.0
SEQ_299§0.10233328150948454§0.0§0.07895794107491967§0.011628525751650009§0.001700881821972635
SEQ_300§0.02265703992477352§0.007838889326914608§0.14291104773535665§0.06550099810662698§0.0
SEQ_301§0.014347133753907369§0.0§0.11490538611057406§0.0§0.10881838770366775
SEQ_302§0.010160249240653§0.031140137353946187§0.017972924249403912§0.1522112158342753§0.0
SEQ_303§0.0§0.17741321077150377§0.0§0.0§0.16472571596526403
SEQ_304§0.0§0.004122114839557067§0.1379475995657292§0.02010713222060857§0.0
SEQ_305§0.03431472405514103§0.0§0.1307341233057091§0.08088157090382216§0.0
SEQ_306§0.01979011660023383§0.008964006478736929§0.036978896375221976§0.0§0.06297180435758681
SEQ_307§0.0§0.0§0.15620426763564021§0.0§0.04010324867376505
SEQ_308§0.0§0.0§0.1706458864246815§0.0018206969817979892§0.011984873605405472
