Sequence§LDA_0§LDA_1§LDA_2§LDA_3§LDA_4
SEQ_069§0.6844684658491987§0.03052261391994099§0.030934916822942637§0.030362627442302562§0.22371137596561508
SEQ_070§0.026249122282553612§0.026259098603828673§0.8938551115025142§0.02635048797594117§0.02728617963516236
SEQ_071§0.02680410258265714§0.026905958884634134§0.027080359549804277§0.3172014275898212§0.6020081513930832
SEQ_072§0.029205949645414085§0.029046431840567356§0.8825601097268317§0.02919644444706259§0.02999106434012421
SEQ_073§0.02552306329795831§0.3249811085895457§0.025637035475577264§0.025802767642069874§0.5980560249948489
SEQ_074§0.02958100760690655§0.02956185246829295§0.030200266419696704§0.02959286269632816§0.8810640108087756
SEQ_075§0.03858770890469134§0.03748755164621607§0.03830858337690717§0.04348201008563107§0.8421341459865543
SEQ_076§0.030632209823209418§0.030502984487334066§0.8764291694880069§0.030674311390948034§0.0317613248105015
SEQ_077§0.028744100845858933§0.028591846832362818§0.029223973656597218§0.18331215476758508§0.730127923897596
SEQ_078§0.027082417131150848§0.027031005476577687§0.027907564552801984§0.027014323470325292§0.8909646893691442
SEQ_079§0.454798768156756§0.02641825247235409§0.026728340165959315§0.02637462040909944§0.4656800187958311
SEQ_080§0.8392523817868769§0.039802146629801485§0.040232717832537304§0.03954004358161283§0.0411727101691716
SEQ_081§0.021451501360632248§0.02104750494925551§0.021443652791863548§0.021204583874983942§0.9148527570232649
SEQ_082§0.024117611191461958§0.024003397760400856§0.024277501714084847§0.023990081438347292§0.9036114078957052
SEQ_083§0.026759296230785354§0.026799603747704615§0.8918797377918387§0.02688537714331837§0.027675985086352904
SEQ_084§0.029373634409035773§0.029306126594883002§0.8819544654069827§0.029437009248408978§0.029928764340689567
SEQ_085§0.03141826100915912§0.3792105414574765§0.031707743530892465§0.03193669089232452§0.5257267631101475
SEQ_086§0.025369724832758497§0.02528432437232833§0.026154907137986416§0.025241178413698134§0.8979498652432285
SEQ_087§0.04293168110728326§0.04278483601607361§0.04329281623305508§0.042706574866041035§0.828284091777547
SEQ_088§0.03257917560169§0.5339007747279509§0.033057632679045754§0.032371837278751425§0.3680905797125619
SEQ_089§0.034716974840228725§0.7096719923399145§0.03513365819209368§0.03447390371311162§0.1860034709146515
SEQ_090§0.024720162588735817§0.024175181495951333§0.024718311879530566§0.11680218630920448§0.8095841577265778
SEQ_091§0.030862898379632565§0.03064577911733404§0.031058956448324588§0.030640682914125916§0.8767916831405829
SEQ_092§0.028064940191968382§0.02821487961541091§0.028705437611322642§0.02818511752261998§0.886829625058678
SEQ_093§0.028403665110771515§0.02819647705825444§0.02860164526926819§0.028132570995001747§0.8866656415667041
SEQ_094§0.04165897810430065§0.04159399689005261§0.8323797505247452§0.04167914106610108§0.04268813341480054
SEQ_095§0.24640370520690427§0.02908314604252569§0.02927067421423253§0.029429931034501866§0.6658125435018356
SEQ_096§0.024166706068932294§0.3149729100955862§0.02475762147459179§0.024323620558947955§0.6117791418019417
SEQ_097§0.023575848697538405§0.023560534411094937§0.9052887636356235§0.02354040381721719§0.024034449438526093
SEQ_098§0.8494402178183116§0.03711787310126974§0.03808735238645683§0.036809782869105655§0.03854477382485627
SEQ_099§0.02806129315933658§0.0278852059912221§0.02806146261017138§0.027996601939119743§0.8879954363001502
SEQ_100§0.02612945559367503§0.025969381757684772§0.8948364768546829§0.025963652979667292§0.027101032814290035
SEQ_101§0.4736389926429207§0.02444331672952409§0.024887296672375152§0.024381367936815494§0.4526490260183645
SEQ_102§0.03160924429133477§0.03146626940463829§0.8733688277238479§0.031431673602354965§0.03212398497782415
SEQ_103§0.026814645211293522§0.026676019064330814§0.026960931446404608§0.4277712728257728§0.4917771314521983
SEQ_104§0.5975810622835751§0.029501081401303118§0.030296980045613566§0.029493236454147323§0.3131276398153608
SEQ_105§0.02855959172989391§0.028479542232557404§0.029107030544479513§0.028469785127179344§0.8853840503658899
SEQ_106§0.5981830400926533§0.03218210213173386§0.032562583164257836§0.03218051314685166§0.3048917614645034
SEQ_107§0.023922560367625544§0.023548364099320027§0.02401500202131115§0.023529726922049667§0.9049843465896936
SEQ_108§0.34504603593325744§0.025296680435156177§0.025495133238872352§0.02554690079903518§0.5786152495936788
SEQ_109§0.03644728714427817§0.03625981051012838§0.8539831637371619§0.03626106073292982§0.03704867787550177
SEQ_110§0.02690064193215838§0.026759380862200196§0.027246443759447573§0.02711830250923944§0.8919752309369544
SEQ_111§0.029942256798789327§0.029888578816834873§0.8797242690063658§0.029832763342675532§0.030612132035334323
SEQ_112§0.028410125702894525§0.028644966647107143§0.028748781565640723§0.028464167208994577§0.885731958875363
SEQ_113§0.036674978972554666§0.036623728731128014§0.8527646296356316§0.03666963319442778§0.03726702946625794
SEQ_114§0.03250372963353913§0.032165794246217676§0.03276467694543265§0.03227690372008779§0.8702888954547227
SEQ_115§0.8550342521606126§0.035797318463785754§0.035958672758317545§0.03556269289164412§0.03764706372564004
SEQ_116§0.022016106152675307§0.021828253850913717§0.9115835932039583§0.02189491190034436§0.022677134892108323
SEQ_117§0.04665573194857685§0.04654816428172082§0.047028270353028014§0.04646979310286609§0.8132980403138081
SEQ_118§0.4282371905165449§0.02736382616624512§0.02788260633892071§0.02739793256617598§0.4891184444121133
SEQ_119§0.8639048428947511§0.03329653296973269§0.03411385853288634§0.03323102993084768§0.035453735671782165
SEQ_120§0.5580326009072407§0.03398111888631682§0.03467375905699299§0.033691278052031884§0.33962124309741754
SEQ_121§0.027552804304105134§0.14186801596276333§0.027865686218179735§0.027432486335982307§0.7752810071789695
SEQ_122§0.021137002029873887§0.02098905102533506§0.021413264422744004§0.020977737883128903§0.9154829446389181
SEQ_123§0.0235805069883747§0.023531268823720163§0.024004203724831474§0.023495796374582864§0.9053882240884908
SEQ_124§0.030707969935388692§0.0303867274745223§0.030894877590508876§0.3517815109709703§0.55622891402861
SEQ_125§0.032442074700946004§0.03239970381461072§0.8694622682035812§0.03240900433174809§0.03328694894911389
SEQ_126§0.03429948161034266§0.5497328231357542§0.0350756388129306§0.03418881593146383§0.34670324050950874
SEQ_127§0.03263284193984028§0.032769041918392396§0.868143758230885§0.0325410880654053§0.0339132698454771
SEQ_128§0.03472341318185437§0.03462732258111553§0.8596824206799251§0.03506883652391112§0.035898007033193895
SEQ_129§0.02604747789559819§0.02603345694554527§0.8952372939138306§0.02591709743654314§0.026764673808482898
SEQ_130§0.03877988197366123§0.038605495285213925§0.8439450332172524§0.03874728570428373§0.0399223038195886
SEQ_131§0.5307808427965713§0.03601771411305052§0.36006802709983776§0.03595414419601525§0.03717927179452519
SEQ_132§0.05181703066333793§0.05172228883315458§0.792787285263232§0.05172545301623894§0.05194794222403649
SEQ_133§0.7868215230702281§0.052922913208255144§0.053440660869713906§0.05283717979058659§0.05397772306121645
SEQ_134§0.01748624571320651§0.017195567767559802§0.0177856587835996§0.019472482972639458§0.9280600447629946
SEQ_135§0.03874506634928076§0.038629968315919014§0.5271599301344004§0.35579044418395533§0.03967459101644456
SEQ_136§0.030076103130655004§0.030081860177809464§0.8786886642939412§0.030020979073106864§0.03113239332448758
SEQ_137§0.025835164958270936§0.025700971122032883§0.8965378120498407§0.02552236747490209§0.026403684394953313
SEQ_138§0.02310525826171124§0.0229873630690082§0.023344350961861427§0.02569074723437082§0.9048722804730484
SEQ_139§0.038503818542825245§0.0384807616957509§0.03888844196128774§0.038423111061353044§0.8457038667387831
SEQ_140§0.030589488302811916§0.0304168843283678§0.03055929445178904§0.03023426521841756§0.8782000676986137
SEQ_141§0.02875939510613008§0.028717521822018068§0.029228447964222453§0.028760544777423513§0.8845340903302058
SEQ_142§0.026427121018229673§0.026264988676908067§0.0271135403580141§0.026258343733014253§0.893936006213834
SEQ_143§0.028508413364362016§0.028380696782645744§0.02879893579836428§0.028511796396082492§0.8858001576585455
SEQ_144§0.030902866479820296§0.031133086820782113§0.875714141100992§0.030665233634350825§0.03158467196405469
SEQ_145§0.02514546334951814§0.025142321009186452§0.8979941508877817§0.025149878533064673§0.026568186220449066
SEQ_146§0.02739653838181462§0.027178841461930434§0.8903814539044854§0.027228407621851972§0.02781475862991752
SEQ_147§0.028697543706598477§0.0288519435715673§0.029187200113042447§0.6656072761889327§0.24765603641985903
SEQ_148§0.03066942241400948§0.2771616812166307§0.031162106728788885§0.03050856797699183§0.630498221663579
SEQ_149§0.031125001817231355§0.2773750197900702§0.03218900192315697§0.03107880965598265§0.6282321668135589
SEQ_150§0.024832906085561§0.025160270762423494§0.7686857631426111§0.024714721171584297§0.15660633883782024
SEQ_151§0.03095435499603635§0.030529764922858575§0.030974799358568922§0.030704712900959386§0.8768363678215767
SEQ_152§0.03982209490008365§0.039680473181934§0.04013936161489997§0.8394954215522732§0.04086264875080932
SEQ_153§0.03328316212070491§0.03356522889227707§0.8655978667819803§0.03403038304532621§0.03352335915971158
SEQ_154§0.03485822382053353§0.034739730743086616§0.8599292919703253§0.034682422119156855§0.035790331346897776
SEQ_155§0.024212759081510087§0.02408497251259317§0.9023662383034369§0.023934213771652765§0.02540181633080723
SEQ_156§0.03554211900528993§0.035503124705611976§0.03596032848834781§0.03545769794815817§0.8575367298525921
SEQ_157§0.02572064235104697§0.025614439014744955§0.026024227616775565§0.025576014351148375§0.8970646766662841
SEQ_158§0.037859739350161785§0.03730664930573441§0.30986217541729033§0.037331161678861025§0.5776402742479526
SEQ_159§0.02947616345299176§0.02952928655099777§0.030096034344467615§0.029463107136256158§0.8814354085152868
SEQ_160§0.04645205848948167§0.04620907364533837§0.04802836288545092§0.8109687804678865§0.048341724511842585
SEQ_161§0.02597798231939624§0.0258308004774694§0.8955863818892229§0.02585393448812382§0.02675090082578759
SEQ_162§0.8655576326611314§0.03275633218283414§0.0340675917339441§0.03316789453075097§0.03445054889133935
SEQ_163§0.8512374897220285§0.0367001731428971§0.03731341251119993§0.03674894704539453§0.03799997757847976
SEQ_164§0.017768044657735668§0.0914359393861776§0.45125490614577646§0.017649995550199065§0.4218911142601113
SEQ_165§0.0272097964770972§0.027537430662086516§0.027659561673446298§0.02719427896605969§0.8903989322213103
SEQ_166§0.021658459281131255§0.021596444484999727§0.022744665895128434§0.021599366533001287§0.9124010638057393
SEQ_167§0.07903332987427064§0.03184038852876097§0.031979212617534926§0.03156018388853437§0.8255868850908991
SEQ_168§0.030090459396280824§0.030346464517401382§0.8784560539369464§0.029950955112985043§0.03115606703638645
SEQ_169§0.026734140607494766§0.3095346457636645§0.026817690913915993§0.027763496370248813§0.609150026344676
SEQ_170§0.02955192580214084§0.4871658033757883§0.030079779308824075§0.02960975165260357§0.42359273986064316
SEQ_171§0.04360574494529459§0.0428498120711627§0.04446264405390542§0.825052587395777§0.044029211533860274
SEQ_172§0.03911473319739828§0.03899402297657597§0.03921772996776282§0.03898703395965768§0.8436864798986052
SEQ_173§0.026740060136124264§0.3150818050790698§0.028487352342438172§0.02665601283506912§0.6030347696072986
SEQ_174§0.5070038399839162§0.036613269956277256§0.037426719008613565§0.036519798045261405§0.38243637300593164
SEQ_175§0.025984330052664824§0.025936917496199488§0.026045971866514032§0.02579902919104942§0.8962337513935722
SEQ_176§0.5934643869711916§0.03069530271952293§0.031460930673212484§0.030704703254243803§0.313674676381829
SEQ_177§0.027642211488778795§0.027560945197797965§0.8889243871036331§0.02747084326242861§0.028401612947361498
SEQ_178§0.03091028585631665§0.030962672603815775§0.8754738452624417§0.030884593116047354§0.03176860316137863
SEQ_179§0.02505578320466842§0.5640385645618291§0.025380921821577144§0.024921533408775426§0.36060319700314974
SEQ_180§0.03269072927636135§0.032680744245998795§0.033119391127472295§0.032559447241376424§0.8689496881087911
SEQ_181§0.03284921708647291§0.03293563390715315§0.03387971673514409§0.033867841936442385§0.8664675903347875
SEQ_182§0.028697322095009022§0.028564234309712094§0.029169246211441527§0.6930991157086596§0.22047008167517784
SEQ_183§0.02552599465846769§0.025097163218469852§0.02583227904804844§0.02526283179107703§0.8982817312839368
SEQ_184§0.522931661060337§0.03287411649858918§0.03381771548397317§0.03298837549898439§0.37738813145811645
SEQ_185§0.03479879296976111§0.03476302703757684§0.8602415733274097§0.03481034383264501§0.03538626283260745
SEQ_186§0.030202819309563513§0.030037033092123088§0.8787219064158697§0.03009118884184072§0.030947052340602983
SEQ_187§0.024230591960515344§0.024174485272578528§0.9026368100636204§0.02413878183839287§0.024819330864892956
SEQ_188§0.025087960865985793§0.024962179451512325§0.026309034588602495§0.025014951019439492§0.8986258740744599
SEQ_189§0.029851328561570967§0.02971279909348946§0.03003681597962116§0.029874165630151196§0.8805248907351673
SEQ_190§0.031301234027222284§0.031011470974796555§0.031873624340501956§0.498838943287669§0.4069747273698102
SEQ_191§0.05137025532934019§0.7942531032467653§0.05196160218837162§0.0507507781376712§0.051664261097851646
SEQ_192§0.028657824927524896§0.02850538426633592§0.8851281705912407§0.028644787353201563§0.02906383286169678
SEQ_193§0.02839942982682588§0.02818962771491403§0.02869900251371015§0.02837672816489451§0.8863352117796555
SEQ_194§0.028248306754281024§0.02810153914866562§0.028561908553438018§0.16028900009117666§0.7547992454524386
SEQ_195§0.024113007530100553§0.0241272846994527§0.024516271273192787§0.024023573655844028§0.9032198628414099
SEQ_196§0.028587399101322655§0.29406836971902756§0.029163114350381776§0.028381929768960257§0.6197991870603077
SEQ_197§0.03513538955255758§0.44472283177821875§0.03600220771015682§0.03508505377933702§0.4490545171797299
SEQ_198§0.027161009810789512§0.02712416167241029§0.02742272065094669§0.02708230307265578§0.8912098047931978
SEQ_199§0.024717229990962552§0.024277763395175306§0.745612758950414§0.0243297470829926§0.18106250058045537
SEQ_200§0.03877896759814655§0.038677281014108805§0.8439090066930065§0.03873571710083656§0.039899027593901744
SEQ_201§0.03226138307656623§0.03219491701976158§0.8704760503753881§0.03224726041623856§0.03282038911204553
SEQ_202§0.03247252520405631§0.03207981535808888§0.0325264621857075§0.032110103409120676§0.8708110938430267
SEQ_203§0.029148230636778176§0.02903699087499192§0.8826000603993122§0.02911900254266918§0.03009571554624868
SEQ_204§0.028076757164648747§0.0279318663122551§0.028179141934244114§0.02791056456221026§0.8879016700266418
SEQ_205§0.0303274025924295§0.4356359936916587§0.030642910205476243§0.03002033211867414§0.4733733613917615
SEQ_206§0.027389831365112853§0.027363585185128082§0.8901720722267088§0.027273408582815618§0.027801102640234686
SEQ_207§0.02936317630634441§0.02930594961175208§0.029750192261037686§0.02927543387614611§0.8823052479447197
SEQ_208§0.026873761214068766§0.026820296656969174§0.02725860454854825§0.026836196630749903§0.8922111409496639
SEQ_209§0.02872879536435896§0.02857543535864064§0.029083028942306084§0.02859192408742625§0.885020816247268
SEQ_210§0.029029392888159672§0.028686150578872135§0.028965619964490003§0.3352422852002852§0.578076551368193
SEQ_211§0.029044776402573975§0.02896167711822891§0.02945138735325758§0.028920717260764967§0.8836214418651747
SEQ_212§0.030828216177394112§0.03088454464882616§0.4889799540868796§0.030733224129420224§0.41857406095747984
SEQ_213§0.03616417003731777§0.03611139336011654§0.03672108695656954§0.03584501172798341§0.8551583379180128
SEQ_214§0.035589321985555804§0.03547072406889194§0.03638322766168933§0.035599530772142035§0.8569571955117209
SEQ_215§0.7941720031804798§0.05005919621667556§0.05222738968115634§0.04995707748457428§0.053584333437114086
SEQ_216§0.032452069627760614§0.032256549566099954§0.03278902202185745§0.7002367948656771§0.20226556391860476
SEQ_217§0.02819854944945997§0.028030945721826215§0.028932481055795378§0.028002417303316336§0.8868356064696021
SEQ_218§0.04001793170537657§0.03976602648816428§0.03987519130562009§0.03969626421307339§0.8406445862877656
SEQ_219§0.014973224012808036§0.014939962059390908§0.22139952309259298§0.015101465837084993§0.733585824998123
SEQ_220§0.02606963016955126§0.5440305497017242§0.026437192672277062§0.02603975429314699§0.3774228731633004
SEQ_221§0.022439780571888193§0.022270949803880096§0.02246869698064745§0.022471239272919687§0.9103493333706647
SEQ_222§0.016581666838598606§0.016695113611877515§0.016880975848715913§0.016732303262760356§0.9331099404380476
SEQ_223§0.02963973809238145§0.029592784036880957§0.38700248043267665§0.12191027136008463§0.4318547260779763
SEQ_224§0.19764599835593374§0.02414492385424353§0.728876879911973§0.024381769833762692§0.02495042804408708
SEQ_225§0.02642478663142955§0.02654389199401821§0.02692348933512405§0.18813644757130107§0.731971384468127
SEQ_226§0.3068386674718898§0.034204674079848646§0.03417506333653279§0.03374149548888687§0.591040099622842
SEQ_227§0.024070217176965076§0.024036969972904415§0.9031408938449976§0.02402246615131572§0.024729452853817193
SEQ_228§0.3759996353793672§0.028472317165888616§0.029530774495863773§0.02877388671817004§0.5372233862407103
SEQ_229§0.039817407035807134§0.03980236030053992§0.04030121007049623§0.039814337004051924§0.8402646855891047
SEQ_230§0.03685346456256568§0.036418379123407986§0.8527774024272823§0.03635196350165312§0.03759879038509077
SEQ_231§0.028496790214448845§0.028206861617615098§0.02877534504296665§0.028247617587378364§0.8862733855375912
SEQ_232§0.03172824118764055§0.03155273302796721§0.03178451925407546§0.03162190581843519§0.8733126007118815
SEQ_233§0.030656219715003697§0.4472752444962609§0.030867972457534556§0.030386243792496916§0.46081431953870394
SEQ_234§0.026491278200767975§0.026604344484420547§0.027056069405661864§0.026390205615847418§0.8934581022933021
SEQ_235§0.02127702674901402§0.021326688173749046§0.9142689852020373§0.021260603119420098§0.021866696755779572
SEQ_236§0.035764796059784415§0.0359781638772552§0.856252046582257§0.03566554411341382§0.03633944936728971
SEQ_237§0.040526927718258866§0.04033290117765817§0.040787118902712166§0.04035213081575975§0.8380009213856111
SEQ_238§0.028697450456594567§0.028740756960031498§0.7148350992975021§0.1985864781639396§0.029140215121932236
SEQ_239§0.4771840322415138§0.029668466746097376§0.030287330398362823§0.02961976569808677§0.4332404049159392
SEQ_240§0.024691826425376352§0.024728081850457266§0.9006490159946816§0.02458768837460334§0.025343387354881508
SEQ_241§0.02150448825726571§0.02144707884861177§0.913161219419681§0.02154526251399508§0.022341950960446392
SEQ_242§0.026096890990792748§0.025672824831753063§0.026145780966220538§0.025573968686987542§0.8965105345242461
SEQ_243§0.03579866201371667§0.03563124057477313§0.035882587934695474§0.035597170620176935§0.8570903388566378
SEQ_244§0.031229660130546098§0.03127066135051734§0.03150053865736587§0.03110365070236066§0.8748954891592101
SEQ_245§0.033315974822448774§0.033447306008270804§0.8652945001104243§0.03340024705567843§0.034541972003177594
SEQ_246§0.03977553049446142§0.039616300821245155§0.8406157569577873§0.03962078251416736§0.04037162921233864
SEQ_247§0.033260987035730785§0.033125608434423755§0.8665043893813191§0.03334176335009734§0.03376725179842894
SEQ_248§0.025816393198013494§0.025428465735171418§0.025482134489220824§0.36316996949629526§0.5601030370812989
SEQ_249§0.033823542866257064§0.033841468745267035§0.03618205606105377§0.03491024481939343§0.8612426875080287
SEQ_250§0.4444023023268901§0.03682976863917744§0.03747225522685022§0.03687642289439067§0.4444192509126917
SEQ_251§0.03429766986389539§0.2533004813132895§0.03467136775340765§0.034189185394421444§0.6435412956749861
SEQ_252§0.027939985661133857§0.027897310084370557§0.8876718057943529§0.027995837687800722§0.028495060772341905
SEQ_253§0.030116802083697§0.4160536190512928§0.03090010619584291§0.030080098845207036§0.4928493738239602
SEQ_254§0.029813715721639288§0.029818484934252834§0.030464629603146873§0.029983913127868383§0.8799192566130926
SEQ_255§0.02823407290341627§0.02820995272681176§0.02854163629544392§0.02827532283506253§0.8867390152392656
SEQ_256§0.8821929579306421§0.029146933600174424§0.029652813782219758§0.02904528501603433§0.029962009670929476
SEQ_257§0.03906411156026398§0.039204543889311466§0.03995362365191421§0.3552798794969183§0.526497841401592
SEQ_258§0.02660180980666444§0.02653082439915066§0.02698441465174965§0.026554683536322312§0.893328267606113
SEQ_259§0.03764132874221652§0.03730305987965063§0.037897282448200335§0.037206170004161265§0.8499521589257713
SEQ_260§0.04270566975253717§0.04245037223247482§0.043503201345612086§0.042640701063108584§0.8287000556062674
SEQ_261§0.034883224424572125§0.03379781769153654§0.708688546256428§0.18705090150239972§0.035579510125063656
SEQ_262§0.029827574292516396§0.02966534450012357§0.0300955925385959§0.2481783712779539§0.6622331173908103
SEQ_263§0.04492126271706274§0.044963653275975506§0.8215609904478383§0.04406659108105245§0.044487502478071275
SEQ_264§0.03387917600639825§0.03375137589252941§0.03445406763391035§0.7021147752348181§0.19580060523234397
SEQ_265§0.021994449105096063§0.021819168683860985§0.3331886279847191§0.13777898147717846§0.48521877274914543
SEQ_266§0.022765321184276755§0.02268414498224193§0.9081338074755528§0.022604044905816537§0.023812681452111916
SEQ_267§0.4303857516979764§0.03477169757422416§0.035270815115468576§0.03484140644002156§0.4647303291723093
SEQ_268§0.028924462526452758§0.028802145442386278§0.02943844997605895§0.028836574787345307§0.8839983672677567
