§nb_cuts§moy_seq
SEQ_083_VIDEO.mp4§2§19.346666666666668
SEQ_084_VIDEO.mp4§9§3.4391304347826086
SEQ_085_VIDEO.mp4§1§15.68
SEQ_086_VIDEO.mp4§15§4.4575
SEQ_087_VIDEO.mp4§4§2.352
SEQ_088_VIDEO.mp4§4§6.112
SEQ_089_VIDEO.mp4§2§9.173333333333334
SEQ_090_VIDEO.mp4§10§8.661818181818182
SEQ_091_VIDEO.mp4§3§7.4
SEQ_092_VIDEO.mp4§15§3.765
SEQ_093_VIDEO.mp4§8§5.373333333333334
SEQ_094_VIDEO.mp4§8§3.288888888888889
SEQ_095_VIDEO.mp4§2§9.253333333333334
SEQ_096_VIDEO.mp4§15§5.3075
SEQ_097_VIDEO.mp4§13§2.658385093167702
SEQ_098_VIDEO.mp4§1§22.18
SEQ_099_VIDEO.mp4§1§22.98
SEQ_100_VIDEO.mp4§7§12.73
SEQ_101_VIDEO.mp4§1§28.8
SEQ_102_VIDEO.mp4§0§32.8
SEQ_103_VIDEO.mp4§7§6.44
SEQ_104_VIDEO.mp4§2§8.56
SEQ_105_VIDEO.mp4§8§6.897777777777779
SEQ_106_VIDEO.mp4§1§14.76
SEQ_107_VIDEO.mp4§5§7.8133333333333335
SEQ_108_VIDEO.mp4§4§12.48
SEQ_109_VIDEO.mp4§22§1.0139130434782608
SEQ_110_VIDEO.mp4§4§11.152000000000001
SEQ_111_VIDEO.mp4§4§4.234782608695652
SEQ_112_VIDEO.mp4§24§3.384
SEQ_113_VIDEO.mp4§17§3.4466666666666668
SEQ_114_VIDEO.mp4§13§1.8028571428571427
SEQ_115_VIDEO.mp4§2§7.653333333333333
SEQ_116_VIDEO.mp4§22§2.988657844990548
SEQ_117_VIDEO.mp4§4§3.576
SEQ_118_VIDEO.mp4§2§10.946666666666667
SEQ_119_VIDEO.mp4§2§14.186666666666667
SEQ_120_VIDEO.mp4§5§7.866666666666666
SEQ_121_VIDEO.mp4§14§4.418666666666667
SEQ_122_VIDEO.mp4§7§9.695
SEQ_123_VIDEO.mp4§7§10.72
SEQ_124_VIDEO.mp4§3§5.6
SEQ_125_VIDEO.mp4§1§13.48
SEQ_126_VIDEO.mp4§4§9.992
SEQ_127_VIDEO.mp4§0§53.64
SEQ_128_VIDEO.mp4§3§5.2
SEQ_129_VIDEO.mp4§1§34.5
SEQ_130_VIDEO.mp4§3§8.59
SEQ_131_VIDEO.mp4§4§3.752
SEQ_132_VIDEO.mp4§6§2.44
SEQ_133_VIDEO.mp4§2§6.373333333333334
SEQ_134_VIDEO.mp4§4§31.656
SEQ_135_VIDEO.mp4§0§19.32
SEQ_136_VIDEO.mp4§5§6.78
SEQ_137_VIDEO.mp4§11§5.986666666666666
SEQ_138_VIDEO.mp4§8§10.87111111111111
SEQ_139_VIDEO.mp4§1§12.32
SEQ_140_VIDEO.mp4§6§5.228571428571429
SEQ_141_VIDEO.mp4§4§7.256
SEQ_142_VIDEO.mp4§7§11.94
SEQ_143_VIDEO.mp4§25§2.0046153846153847
SEQ_144_VIDEO.mp4§5§7.48
SEQ_145_VIDEO.mp4§11§4.323333333333333
SEQ_146_VIDEO.mp4§12§4.461538461538462
SEQ_147_VIDEO.mp4§6§5.708571428571429
SEQ_148_VIDEO.mp4§7§6.0
SEQ_149_VIDEO.mp4§5§4.446666666666667
SEQ_150_VIDEO.mp4§16§3.657289002557545
SEQ_151_VIDEO.mp4§2§7.973333333333334
SEQ_152_VIDEO.mp4§4§6.096
SEQ_153_VIDEO.mp4§12§2.4492307692307693
SEQ_154_VIDEO.mp4§8§3.333333333333333
SEQ_155_VIDEO.mp4§13§3.7236024844720497
SEQ_156_VIDEO.mp4§1§19.62
SEQ_157_VIDEO.mp4§6§8.77142857142857
SEQ_158_VIDEO.mp4§1§11.26
SEQ_159_VIDEO.mp4§5§8.666666666666666
SEQ_160_VIDEO.mp4§6§3.1942857142857144
SEQ_161_VIDEO.mp4§6§12.09142857142857
SEQ_162_VIDEO.mp4§1§14.26
SEQ_163_VIDEO.mp4§1§12.66
SEQ_164_VIDEO.mp4§36§4.894242068155111
SEQ_165_VIDEO.mp4§0§34.12
SEQ_166_VIDEO.mp4§13§4.447204968944099
SEQ_167_VIDEO.mp4§7§6.365
SEQ_168_VIDEO.mp4§1§19.0
SEQ_169_VIDEO.mp4§1§25.62
SEQ_170_VIDEO.mp4§3§7.95
SEQ_171_VIDEO.mp4§6§2.4
SEQ_172_VIDEO.mp4§2§7.1466666666666665
SEQ_173_VIDEO.mp4§13§2.900621118012422
SEQ_174_VIDEO.mp4§5§3.313333333333333
SEQ_175_VIDEO.mp4§13§4.034285714285715
SEQ_176_VIDEO.mp4§7§4.58
SEQ_177_VIDEO.mp4§12§3.9384615384615387
SEQ_178_VIDEO.mp4§4§9.336
SEQ_179_VIDEO.mp4§2§19.613333333333333
SEQ_180_VIDEO.mp4§7§5.325
SEQ_181_VIDEO.mp4§15§3.5325
SEQ_182_VIDEO.mp4§5§7.94
SEQ_183_VIDEO.mp4§20§3.4857142857142858
SEQ_184_VIDEO.mp4§11§3.39
SEQ_185_VIDEO.mp4§6§4.325714285714286
SEQ_186_VIDEO.mp4§15§3.15
SEQ_187_VIDEO.mp4§7§6.375
SEQ_188_VIDEO.mp4§1§16.02173913043478
SEQ_189_VIDEO.mp4§1§16.34
SEQ_190_VIDEO.mp4§5§2.9275362318840576
SEQ_191_VIDEO.mp4§2§6.666666666666666
SEQ_192_VIDEO.mp4§1§17.94
SEQ_193_VIDEO.mp4§9§6.332000000000001
SEQ_194_VIDEO.mp4§6§7.428571428571429
SEQ_195_VIDEO.mp4§5§15.166666666666668
SEQ_196_VIDEO.mp4§4§7.087999999999999
SEQ_197_VIDEO.mp4§3§9.48
SEQ_198_VIDEO.mp4§2§10.36
SEQ_199_VIDEO.mp4§12§4.1638795986622075
SEQ_200_VIDEO.mp4§9§2.316
SEQ_201_VIDEO.mp4§7§3.035
SEQ_202_VIDEO.mp4§7§4.98
SEQ_203_VIDEO.mp4§1§26.34
SEQ_204_VIDEO.mp4§2§9.893333333333334
SEQ_205_VIDEO.mp4§1§20.22
SEQ_206_VIDEO.mp4§10§3.8656126482213438
SEQ_207_VIDEO.mp4§5§5.78
SEQ_208_VIDEO.mp4§6§7.994285714285715
SEQ_209_VIDEO.mp4§7§5.625
SEQ_210_VIDEO.mp4§3§9.33
SEQ_211_VIDEO.mp4§3§12.49
SEQ_212_VIDEO.mp4§3§8.13
SEQ_213_VIDEO.mp4§12§2.7661538461538466
SEQ_214_VIDEO.mp4§7§4.13
SEQ_215_VIDEO.mp4§0§13.56
SEQ_216_VIDEO.mp4§1§12.82
SEQ_217_VIDEO.mp4§19§2.9826086956521736
SEQ_218_VIDEO.mp4§3§7.59
SEQ_219_VIDEO.mp4§13§27.411428571428573
SEQ_220_VIDEO.mp4§18§3.2926315789473684
SEQ_221_VIDEO.mp4§5§8.526666666666666
SEQ_222_VIDEO.mp4§4§30.688000000000002
SEQ_223_VIDEO.mp4§4§4.77391304347826
SEQ_224_VIDEO.mp4§14§3.1942028985507247
SEQ_225_VIDEO.mp4§11§3.896666666666667
SEQ_226_VIDEO.mp4§3§7.44
SEQ_227_VIDEO.mp4§15§2.032608695652174
SEQ_228_VIDEO.mp4§4§6.047999999999999
SEQ_229_VIDEO.mp4§8§3.4088888888888893
SEQ_230_VIDEO.mp4§3§4.06
SEQ_231_VIDEO.mp4§3§10.35
SEQ_232_VIDEO.mp4§8§5.573333333333334
SEQ_233_VIDEO.mp4§9§5.124
SEQ_234_VIDEO.mp4§7§4.315
SEQ_235_VIDEO.mp4§12§3.862876254180602
SEQ_236_VIDEO.mp4§10§2.305454545454545
SEQ_237_VIDEO.mp4§4§3.112
SEQ_238_VIDEO.mp4§11§3.713333333333333
SEQ_239_VIDEO.mp4§11§3.55
SEQ_240_VIDEO.mp4§25§5.712307692307693
SEQ_241_VIDEO.mp4§5§14.546666666666667
SEQ_242_VIDEO.mp4§8§8.755555555555555
SEQ_243_VIDEO.mp4§7§3.77
SEQ_244_VIDEO.mp4§6§5.988571428571429
SEQ_245_VIDEO.mp4§1§11.38
SEQ_246_VIDEO.mp4§8§2.8622222222222224
SEQ_247_VIDEO.mp4§2§10.613333333333333
SEQ_248_VIDEO.mp4§4§9.607999999999999
SEQ_249_VIDEO.mp4§10§1.810909090909091
SEQ_250_VIDEO.mp4§1§14.9
SEQ_251_VIDEO.mp4§8§3.413333333333333
SEQ_252_VIDEO.mp4§7§3.4565217391304346
SEQ_253_VIDEO.mp4§11§2.9492753623188404
SEQ_254_VIDEO.mp4§5§7.113333333333333
SEQ_255_VIDEO.mp4§11§4.456666666666667
SEQ_256_VIDEO.mp4§1§20.14
SEQ_257_VIDEO.mp4§6§6.451428571428571
SEQ_258_VIDEO.mp4§5§9.5
SEQ_259_VIDEO.mp4§1§10.96
SEQ_260_VIDEO.mp4§0§39.08
SEQ_261_VIDEO.mp4§8§5.120772946859903
SEQ_262_VIDEO.mp4§13§4.10248447204969
SEQ_263_VIDEO.mp4§7§3.72
SEQ_264_VIDEO.mp4§5§5.16
SEQ_265_VIDEO.mp4§18§4.094736842105263
SEQ_266_VIDEO.mp4§27§3.2950310559006213
SEQ_267_VIDEO.mp4§5§5.173333333333334
SEQ_268_VIDEO.mp4§5§8.553333333333335
SEQ_269_VIDEO.mp4§9§5.0
SEQ_270_VIDEO.mp4§9§2.5391304347826087
SEQ_271_VIDEO.mp4§1§15.94
SEQ_272_VIDEO.mp4§15§4.74
SEQ_273_VIDEO.mp4§4§6.16
SEQ_274_VIDEO.mp4§5§2.666666666666667
SEQ_275_VIDEO.mp4§17§2.6222222222222222
SEQ_276_VIDEO.mp4§6§4.462857142857143
SEQ_277_VIDEO.mp4§18§4.093821510297483
SEQ_278_VIDEO.mp4§7§6.465
SEQ_279_VIDEO.mp4§3§8.51
SEQ_280_VIDEO.mp4§1§7.88
SEQ_281_VIDEO.mp4§19§2.496
SEQ_282_VIDEO.mp4§8§2.85024154589372
SEQ_283_VIDEO.mp4§5§9.033333333333333
SEQ_284_VIDEO.mp4§8§3.7955555555555556
SEQ_285_VIDEO.mp4§4§2.144
SEQ_286_VIDEO.mp4§0§17.0
SEQ_287_VIDEO.mp4§6§2.9316770186335406
SEQ_288_VIDEO.mp4§3§5.58
SEQ_289_VIDEO.mp4§5§5.58
SEQ_290_VIDEO.mp4§11§9.193333333333333
SEQ_291_VIDEO.mp4§3§9.13
SEQ_292_VIDEO.mp4§7§3.365
SEQ_293_VIDEO.mp4§3§30.68
SEQ_294_VIDEO.mp4§7§3.34
SEQ_295_VIDEO.mp4§10§7.425454545454545
SEQ_296_VIDEO.mp4§68§0.43478260869565216
SEQ_297_VIDEO.mp4§1§33.12
SEQ_298_VIDEO.mp4§4§4.696000000000001
SEQ_299_VIDEO.mp4§10§4.818181818181818
SEQ_300_VIDEO.mp4§8§5.248888888888889
SEQ_301_VIDEO.mp4§3§4.69
SEQ_302_VIDEO.mp4§13§1.4028571428571428
SEQ_303_VIDEO.mp4§5§9.38
SEQ_304_VIDEO.mp4§8§4.333333333333333
SEQ_305_VIDEO.mp4§1§19.82
SEQ_306_VIDEO.mp4§6§6.131428571428571
SEQ_307_VIDEO.mp4§1§11.24
SEQ_308_VIDEO.mp4§1§8.56
